id,title
7df2d2d6-34b2-4ff7-8a3a-f6b5a9d546ed,Isekai de Haishin Katsudou wo Shitara Tairyou no Yandere Shinja wo Umidashite Shimatta Ken
77dbfa29-8ef0-446d-82cc-1b4de878dd90,
1aaa0a4b-78bc-4f39-aa20-145766f83092,"Welcome to Japan, Ms. Elf!"
e3d88382-a2c4-4958-8311-f8bd9a3f1e21,Konjiki no Word Master - Yuusha Yonin ni Makikomareta Unique Cheat
6d02e579-b0db-4240-98e9-e68e458f8dfc,
8d163365-15a6-4031-8671-29a11e3b6d69,Accomplishments of the Duke's Daughter
8fb00aab-2cfa-4b46-883e-4584d5e9aa62,"Sono Akuyaku Kizoku, Mama Heroine ga Suki Sugiru ~Shinshi na Doryoku de Saikyou to Nari Fuguu na Oshi Chara Tasukemakuru~"
cc121572-858e-4bd2-b5f3-ef505eca0081,
b787bfae-7b1c-4964-a910-718529bbd377,Boukensha ni Naritai to Miyako ni Deteitta Musume ga S Rank ni Natteta - Kurokami no Ikusaotome
d1a9fdeb-f713-407f-960c-8326b586e6fd,Vagabond
65263bf9-4f87-4513-b72f-ad6436b3911c,
fac7bdc7-c1f3-4595-82f5-b5bfb002b933,Risou no Himo Seikatsu
45d3ebca-8d74-4e51-be90-8582e4756cbd,
a21eab2d-781d-40b2-a666-7b2d72551927,Akuninzura Shita B-kyuu Boukensha - Shujinkou to Sono Osananajimi-tachi no Papa ni Naru
e2249870-322e-461f-9704-249d49d8fa89,Ushiro no Seki no Gal ni Sukarete Shimatta.: Mou Ore wa Dame kamo Shirenai.
129c90ca-b997-4789-a748-e8765bc67a65,The Tsuntsuntsuntsuntsuntsuntsuntsuntsuntsuntsundere Girl Getting Less and Less Tsun Day by Day
d7d6829b-ceab-4346-a033-22387aeff297,Isekai Shoukan wa Nidome Desu
a892e04c-e20c-4fd3-9169-d620cee8dbd4,Batsuichi de Nakimushi na Otonarisan
4301d363-ee02-43f4-ae24-4cbf29a74830,Goodnight Punpun
2fec6641-beb1-4ae9-a32f-204dd06688ac,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken
192aa767-2479-42c1-9780-8d65a2efd36a,
d8f1d7da-8bb1-407b-8be3-10ac2894d3c6,
0cf1c1c7-2894-4b4d-a3cc-3e1501fb3e36,
65498ee8-3c32-4228-b433-73a4d08f8927,Monster Musume no Iru Nichijou
2674b676-f69b-4fea-b5eb-d19803d41fce,Imaizumin-chi wa Douyara Gal no Tamariba ni Natteru Rashii ~DEEP~
30eb9ee7-4cfe-4036-95f9-4aac5e05b505,"Nito no Taidana Isekai Shoukougun ~Saijaku Shoku ""Healer"" nano ni Saikyou wa Cheat desu ka?~"
8ef11280-30bc-434b-bf61-c61e092905ac,
5439fe65-5b3a-420e-9ef4-27c9bcc49c5a,Boy's Abyss
7350be91-b5e1-467d-89df-a089d014d20b,Seijo no Maryoku wa Bannou desu
cbb22826-963e-4602-a5cd-a50c75723d59,Maseki Gourmet - Mamono no Chikara wo Tabeta Ore wa Saikyou!
60e6eb5e-6798-4614-928f-064e65aabe16,
61830b36-1712-4b7b-9421-f671e9ced6d3,
05bd710c-d94a-45eb-be99-2109d58f1006,Hajirau Kimi ga Mitainda
677fb60b-2deb-46db-9ece-704f6144faf0,Ponkotsu Fuukiiin to Skaato take ga Futekisetsu na JK no Hanashi
7960b151-f8a2-4143-bfa7-81e870e0f6a4,My New Wife Is Forcing Herself to Smile
80422e14-b9ad-4fda-970f-de370d5fa4e5,Made in Abyss
8e8b281f-a931-45c2-93e8-e350b0ed58b0,Maou-sama no Machizukuri! ~Saikyou no Dungeon wa Kindai Toshi~
67e7453b-9ee5-4ae5-9316-215b03e4a71d,Witch Hat Atelier
1044287a-73df-48d0-b0b2-5327f32dd651,"JoJo's Bizarre Adventure, Part 7: Steel Ball Run (Official Colored)"
ebea2cf5-ce6c-4586-b2ad-a414fc7e0d22,Hero Without a Class: Who Even Needs Skills?!
4c28fa92-d88a-4686-b068-348c4e72f3e1,Jimi na Kensei wa Sore Demo Saikyou desu
0976963e-c0b4-4bdc-abde-831e9cb29cc2,
3787c114-b7ea-4cc1-8d7a-dc511eae002e,Sono Mono. Nochi ni... ~Kigatsuitara S-kyuu Saikyou!? Yuusha Wazu no Daibouken~
d41afbd7-3fbf-45b1-813c-b2d8244d69b2,Death March to the Parallel World Rhapsody
7722cc2c-cc19-4ca6-ac22-81bce771afe8,
461f0cfa-cd72-4d70-bf26-a0279e0aa8fc,Rosen Garten Saga
6df29d13-2dab-4ca6-a0b5-74070abf3e1d,Akuyaku Reijou no Naka no Hito ~Danzai sareta Tenseisha no Tame Usotsuki Heroine ni Fukushuu Itashimasu~
1f9fb803-733a-4104-bea3-f4b449da5e3c,Tonari no Kurokawa-san
2356f5ff-143f-4e3b-96e6-9d9f5efab8c5,Ningen Fushin no Boukenshatachi ga Sekai o Sukuu Youdesu
b407de00-75a5-415a-a001-585fb41b9cf2,The Max Level Hero Strikes Back
eb26ab13-148d-48e1-bff4-dcf59c4986a0,Isekai Maou to Shoukan Shoujo no Dorei Majutsu
99182618-ae92-4aec-a5df-518659b7b613,Rebuild World
7898980b-1b23-4910-ac59-50f83c493b71,Kujibiki Tokushou: Musou Harem-ken
10fab94e-2227-47e2-b059-f4762eb5ca4e,Jiisan Baasan Wakagaeru
732dc0ec-bdba-431b-9be1-40ca1d235dd4,
e7eabe96-aa17-476f-b431-2497d5e9d060,Black Clover
abd0bc20-063a-45a0-91b2-8b7049701d4a,Saikyou Onmyouji no Isekai Tenseiki ~Geboku no Youkaidomo ni Kurabete Monster ga Yowai Sugirundaga~
1d330951-583e-423e-9cd7-abcd6f761f53,
d0c60a11-0106-45cf-abfc-d131cb49868f,
87ffa375-bd2c-49ba-ba0c-6d78ea07c342,Kuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai
7bf163e3-123a-41c1-b2bc-8254dbe5a09b,2.5 Jigen no Ririsa
7e020929-65a7-4ece-905a-7e63c52709f8,This Villainess Wants a Divorce!
73886188-f459-4b80-8781-66a60520b420,The Fantasie of a Stepmother
a990e445-7a43-454b-a062-ab34492f1308,"Negai wo Kanaete Moraou to Akuma wo Shoukan Shitakedo, Kawaikattanode Kekkonshimashita ~Akuma no Niidzuma~"
efb62763-c940-4495-aba5-69c192a999a4,Do Chokkyuu Kareshi x Kanojo
835feda4-2db0-4753-8249-4575a3ceffe2,Kenja no Mago
ed858324-c972-4d85-be4e-3287767eb7da,
bc20fa98-b707-43cc-b195-bcee8e518ed9,I'll Become a Villainess Who Goes Down in History: It Seems Turning into a High-Born Baddie Makes the Prince All the More Lovestruck
8a7992ca-634f-4625-ad41-8d2e75003f5b,Reincarnated as the Daughter of the Legendary Hero and the Queen of Spirits
cbcf5051-74a0-4b93-b99c-1a6975f1bef9,Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life
18d92807-8627-4a23-9ef6-12a0a7fbd054,Danjohi 1:5 no Sekai demo Futsu ni Ikirareru to Omotta? ~Geki Juu Kanjou na Kanojotachi ga Mujikaku Danshi ni Honrousaretara~
046746c9-8872-4797-a112-318642fdb272,Tonari no Seki no Yankee Shimizu-san ga Kami o Kuroku Sometekita
4028472c-5ee4-4e5a-9d61-6aea6449edd9,
1b0c80ec-c8db-43c1-840c-6d126c78d09f,"Shijou Saikyou no Mahou Kenshi, F Rank Boukensha ni Tensei Suru ~Kensei to Matei, 2 Tsu no Zense wo motta Otoko no Eiyuutan~"
af66b380-623e-4dfc-9fbb-8ca093b9d5a9,Asumi-chan is Interested in Lesbian Brothels!
b6b89f54-81c1-4e7e-ae80-b4dccdd63ada,"Hyouketsu Reijou-sama wo Follow Shitara, Mechamecha Dekiai Sareteshimatta Ken"
81d75b43-c7bf-4102-86ae-d07b93cf074a,Otoko Girai na Bijin Shimai wo Namae mo Tsugezu ni Tasuketara Ittai Dounaru?
ac4e2459-d995-45ae-8421-4c4cf4a87770,Overlord
2e3d0203-e1d2-4142-b6ab-69a70643d7a1,Class ga Isekai Shoukan sareta Naka Ore dake Nokotta n desu ga
ee96e2b7-9af2-4864-9656-649f4d3b6fec,
60449946-9a58-4274-a566-fbe4235414aa,Toshiue Elite Onna Kishi ga Boku no Mae de dake Kawaii
7b8b6e71-2fc9-4219-b2a0-53af9b78384b,
c26a8a56-7fa6-4efd-93a1-5289c36c3634,
a3d13cf9-7eb6-497c-b211-0638cf076929,"Wakamono no Kuro Mahou Hanare ga Shinkoku desu ga, Shuushoku shite Mitara Taiguu Iishi, Shachou mo Tsukaima mo Kawaikute Saikou desu!"
efebd0bc-eb88-477c-bcc3-90413395a2a3,Roxana
f89ed57a-e4c0-48f5-b664-8ef88aa87fd9,
837e01d6-f59b-4c2a-b9f7-68469215d0c6,Handyman Saitou in Another World
3b8e4dc5-bffa-4382-a23c-be97c44ab4e2,
478e6926-b8bc-465c-9694-2bae1dbaf32b,Latna Saga: Survival of a Sword King
dcdcc8c7-932e-4f60-a900-5f19934eb6cf,Dungeon Reset
f1522b1b-4b5a-4c09-bb39-8b092f4b7edd,
e959ee87-cae7-4903-82b3-fa8800bb8ce6,The Lady and the Beast
2c58fb86-7fb9-4db6-9c5f-9696934ea2cb,Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.
39e55355-dfb4-44e9-bd0b-df1fc3a0e33e,
a2febd3e-6252-46eb-bd63-01d51deaaec5,
08a25bd7-ce34-4630-8552-b93fe16852d9,Jikan Teishi Yuusha - Yomei 3-ka no Settei ja Sekai wo Sukuu ni wa Mijika Sugiru
4106c8cb-7917-41c5-bd55-072f6687076d,When the Villainess Is in Love
469171aa-78cd-475c-98c5-68475d059dc1,Isekai Tensei Soudouki
737c292b-5b97-41bb-8b04-51bcc945f7a7,Garbage Hero: A Revenge Story of a Hero Who Got Summoned to Another World
d89cfcf7-dcb4-4af7-8c95-330c2c6167d0,"Shio no Kikan ~Moto Yuusha no Ore, Jibun ga Soshiki Shita Chuunibyou Himitsu Kessha wo Tomeru Tame ni Futatabi Isekai ni Shoukan Sarete Shimau~"
3bc7236f-4eb0-43f1-bd4f-16085e98805a,
35c33279-395d-4d9f-abec-93893c28ab29,Sensei wa Koi o Oshierarenai
